geneID	symbol	Pre-infection_1	Pre-infection_2	Pre-infection_3	Pre-infection_4	Post-infection_1	Post-infection_2	Post-infection_3	Post-infection_4
54390	Sit1	134.4115	144.8715	252.2553	280.6875	492.9007	358.4348	459.0739	414.914
12837	Col8a1	148.0385	144.6859	161.1345	179.5044	277.2363	196.5179	314.5318	208.8997
66433	Chchd7	1789.8359	1739.609	1827.5936	1418.0187	1002.7039	1084.6161	1336.6589	1110.6676
237940	Aoc2	121656.36	122164.87	117740.19	115013.93	119695.945	117324.52	121829.71	118371.37
108075	Ltbp4	79966.88	69069.07	76575.336	63626	21557.691	34695.945	29903.975	32540.037
50795	Sh3bgr	831.0962	882.7762	810.6006	933.7088	895.4665	1461.6952	678.7576	1355.1249
19243	Ptp4a1	14165.542	13823.964	14171.087	15060.946	13226.555	17706.646	15264.654	18478.16
28015	Grinl1a	26522.43	28404.367	24733.752	25974.275	23296.643	27315.486	24659.504	26136.607
56354	Dnajc7	14959.926	16322.092	14138.497	16335.973	16306.325	14088.426	15332.015	17090.629
77622	Apex2	462.3456	523.377	469.0507	496.6994	523.321	525.0126	580.6893	575.5394
68852	Lrrn4cl	605.2932	528.4939	526.6341	529.1122	673.0623	716.4002	930.6315	755.4805
52679	E2f7	205.7661	229.4512	248.6557	370.8456	1166.6724	1847.485	1528.7173	1477.1559
258602	Olfr150	18.1042	18.3974	7.9923	16.6073	14.1736	12.5353	8.8215	14.2627
77407	Rab35	12431.101	14375.211	13513.517	13120.195	11707.863	14789.702	15494.749	15182.969
640530	Gm7298	91.3218	69.6012	67.7303	58.9673	72.7425	65.4704	81.7031	90.8868
381059	Gm1604b	914.9465	741.1442	868.8104	838.433	855.4974	1173.271	1097.146	1257.1652
243914	Lgi4	1015.8838	749.5649	757.7632	970.726	816.4084	967.9783	950.7426	1027.0581
71393	Kctd6	1003.8591	1159.831	1033.4701	1032.5203	709.746	890.3297	818.1469	823.3156
12769	Ccr9	119.4131	141.3179	158.2165	126.3527	418.1927	189.6339	253.5061	369.8213
226751	Cdc42bpa	5975.95	6486.739	5450.595	5250.8267	2519.373	3842.9463	3549.9146	3265.9963
78894	Aacs	1678.6116	1909.0809	1786.6974	1979.2262	2271.1243	2487.912	2655.3708	2594.7522
268860	Abat	915.3287	935.0671	822.098	750.8111	916.553	964.6401	1167.4469	789.518
109658	Txlna	304.0143	310.0975	324.2773	278.4586	316.6846	350.5816	362.9716	390.1441
544678	2010015L04Rik	64.4012	87.3279	71.948	48.6986	66.8273	67.658	49.4788	79.7982
68915	Vars2	1951.1875	1834.5474	1832.1345	1757.892	1484.4553	2071.11	1608.5962	2510.7495
18390	Oprm1	26493.639	26097.951	28619.719	20457.727	16307.586	24989.766	22598.324	21399.666
11465	Actg1	141632.38	132900.52	128919.11	121191.305	146516.89	155589.89	147739.22	144910.64
71704	Arhgef3	11119.553	11978.333	9724.606	9928.447	5182.542	7484.3647	5809.173	5687.6675
21371	Tbca	14396.531	12819.5	13494.315	12702.308	14300.771	17800.473	17555.693	15763.432
78580	D730003K21Rik	11.2054	17.8088	17.1622	5.3588	109.9616	38.9211	51.4921	289.4292
72160	Tmem163	34.7615	26.7769	36.2002	27.6322	11.6341	20.9631	25.4342	214.0506
12351	Car4	15453.843	17267.19	14309.339	14703.015	12654.235	17855.236	12070.576	16904.92
13688	Eif4ebp2	6372.315	7017.47	6447.686	5293.379	4748.9385	6494.41	5471.099	5996.468
269774	Aak1	418.6637	525.6856	499.0734	387.2008	432.8003	438.6638	505.8617	361.4887
214150	Eif2c3	177.3304	196.8719	187.6409	187.3477	177.9199	166.7965	171.4867	167.1379
214505	Gnptg	1661.0457	1503.1248	1451.6511	1704.319	898.5481	1539.4503	1165.8406	1384.6517
619310	Zfp872	101.2022	90.9351	85.3734	57.5269	72.0012	81.999	71.3136	81.0202
12268	C4b	47265.65	33017.176	50150.633	41531.625	76968.945	66447.53	89664.04	74398.86
54217	Rpl36	112895.61	112968.62	112977.13	104798.29	130626.89	118159.66	145366.56	130638.98
85031	Pla1a	502.1084	382.5198	822.7454	394.0796	3699.7043	1980.8282	6236.334	2304.3499
108160	Fam50a	15217.222	16442.969	15341.342	16009.699	13239.187	14860.035	14555.454	15511.013
14751	Gpi1	45332.164	49008.805	48036.54	46041.047	54822.02	56472.547	63456.348	61636.45
93761	Smarca1	118.725	143.7959	244.2544	135.953	298.0162	260.539	297.4792	241.5966
432530	Adcy1	28.6991	34.7101	30.4032	16.2022	13.0249	9.8938	29.3058	16.4774
217331	Unk	7526.1284	8127.4946	7056.5493	7652.8384	5385.84	6403.9307	6199.736	6951.852
223650	Eppk1	4064.9724	3627.9043	3597.2444	4417.8013	2847.8313	4004.0894	2779.1423	5335.6797
446101	Xrra1	22.9855	21.8653	20.8106	23.807	30.3794	19.2021	22.3119	28.9767
320790	Chd7	7161.729	8357.84	7050.045	7157.5596	7730.559	6305.8438	7425.383	7911.678
20183	Rxrg	100.4308	135.5068	166.3525	140.6874	205.7824	125.8761	121.7364	171.5755
71069	Stox2	544.816	615.2008	545.8109	581.9674	486.6072	609.4418	523.2822	628.22
69861	2010003K11Rik	25.8261	13.6258	13.1189	14.1055	15.9738	13.4708	22.4326	35.5174
76156	Fam131b	13.6544	13.3958	11.9156	9.114	18.2718	14.2527	14.6507	23.4981
384009	Glipr2	269.4125	212.1384	288.3167	310.0444	664.9539	727.3808	703.0741	845.1047
14583	Gfpt1	20.8558	27.9571	25.7693	26.0342	26.1797	27.1487	28.5325	30.3141
56878	Rbms1	3839.9067	4022.1577	3464.0352	4284.253	3536.4822	4311.8916	4411.308	3293.1536
100910	Chpf2	2136.1973	2018.2078	1847.8636	1767.5714	2241.1018	2517.6968	3262.7485	2185.0615
74477	4933427D14Rik	44.2973	38.9135	45.3009	36.8961	32.2856	26.215	35.8927	29.5855
27973	Vkorc1	21493.219	19257.736	20791.072	18062.176	17330.688	21858.344	22700.299	19755.074
319638	Nt5dc1	136.3298	124.4259	136.6232	112.8786	99.0477	105.502	148.5948	118.7684
212531	Sh3bgrl2	88.221	86.209	86.4258	86.0856	104.1757	119.1681	124.7412	153.4915
17760	Mtap6	23525.338	22523.236	19966.338	19763.066	12305.472	22231.934	21128.453	16914.611
20613	Snai1	2437.6384	2196.2249	2215.7344	1730.6854	1827.88	3236.7598	2837.5918	2931.7485
105352	Dusp22	937.0007	854.8643	902.4607	781.2648	631.9034	849.9058	832.2534	866.8341
380969	Nckap5l	291.0876	300.9742	359.2238	297.3536	251.4733	375.1404	339.1785	332.8107
442829	Ccin	1393.463	1236.6018	1264.7495	1050.707	1314.8752	1334.0522	1269.8379	1360.4788
13714	Elk4	1585.197	2009.8695	1683.0482	1636.7677	1386.6495	1305.1116	1687.7743	1299.5443
246154	Vasn	7368.511	8441.817	7657.706	6164.0527	5297.0996	6502.3916	7557.572	6760.529
223332	Ranbp3l	24.2788	34.7285	39.3072	15.2925	8.7315	9.5702	16.2275	18.4806
51944	D2Ertd750e	99.033	85.5866	126.3563	161.9108	1065.5168	1517.5625	1103.2025	1351.7145
225655	Slmo1	62.5766	103.6051	94.3873	61.6949	114.8659	82.8957	113.4304	98.0942
170735	Arr3	65.9332	58.6238	43.2645	41.9026	45.8014	61.0823	54.5089	70.3959
27380	Tcl1b4	11.4474	14.7531	11.3179	6.0137	12.833	5.4634	7.5739	6.1833
76469	Cmya5	9578.291	6362.3184	4264.156	6141.2485	9792.202	6992.8584	6085.4243	8219.653
16499	Kcnab3	33.6522	33.7418	30.9233	19.7531	63.1565	62.5448	64.4642	51.92
436493	H2-Gs10	71884.65	57501.34	70981.54	59680.03	56090.277	60536.438	59160.336	60804.785
27222	Atp1a4	1160.9026	1397.3427	1241.1871	955.706	359.4323	444.6328	585.8496	328.1602
76464	Casc5	26.2235	22.5313	30.298	39.5386	234.2513	325.944	284.0501	288.4524
219065	A630038E17Rik	68.8548	65.7867	70.5663	59.6525	41.2268	53.6635	38.1799	78.7569
621322	Pramel	4.6867	4.7321	10.9361	6.0882	4.9724	9.2358	5.2725	6.219
269799	Clec4a1	974.4439	841.9448	1188.5067	1016.3304	12481.79	3579.2578	11728.661	5138.927
12322	Camk2a	63.066	58.812	64.73	44.8864	55.869	55.038	58.0174	78.356
19866	Rnu7	127.8923	155.8376	148.4141	163.7605	172.2419	143.6266	195.7845	209.9518
16480	Jup	504.8575	514.9316	482.5573	503.1364	211.9723	461.5599	276.8204	393.6908
16911	Lmo4	14489.829	13557.431	14052.718	14705.377	18272.637	16560.725	19830.87	17923.008
72322	Xpo5	1022.8438	1002.8821	998.5044	878.2513	1219.5325	1296.4348	1202.9984	1401.1173
171429	Slc26a6	358.1288	309.2841	361.1051	353.6263	390.7897	425.4755	482.9869	467.9921
54351	Rai12	5242.482	5484.326	4818.653	5553.3193	5590.42	6279.409	6260.104	6197.3794
22598	Slc6a18	19.7187	9.3158	8.3924	5.5257	18.1119	8.0799	8.0228	16.8807
109624	Cald1	1423.7133	1802.0532	1579.7198	1407.5431	1918.038	2155.3645	2508.8748	2000.2338
192195	Ash1l	1226.5588	1582.1956	1349.8616	1199.6393	980.6798	1252.3917	1228.2489	1254.7458
212127	2810046L04Rik	38.7214	46.0739	38.802	28.9045	31.4911	24.8305	46.787	28.725
72736	Tmx1	2167.7527	2109.1155	2257.8481	2070.827	2084.4907	2816.8342	2293.7512	2776.164
319701	Fbxo48	5.2416	10.183	12.5363	5.2939	15.4673	20.6201	22.733	13.581
231380	Uba6	442.1465	393.5456	489.2843	413.534	473.1905	560.5089	556.0162	515.093
67452	Pnpla8	177.4033	181.8387	195.9334	151.4931	85.9186	145.1861	145.4373	112.2742
66868	Mfsd1	1548.5411	1293.2379	1549.7423	1301.2653	1860.5275	2014.7513	2157.3987	1699.5791
70976	Ccdc105	3.8909	7.1677	4.0707	5.1045	4.1652	4.6681	7.5771	359.1172
237611	Stac3	461.1318	686.6324	625.519	703.6874	669.549	710.8283	688.3198	672.9688
13709	Elf1	210.8801	192.641	205.0602	168.8693	190.1858	233.1707	252.8418	254.9977
280668	Adam1a	190.9376	184.5442	185.0688	188.1823	71.7468	107.8793	92.193	97.7309
432768	Gm5451	10690.041	9543.366	9190.089	8825.247	9641.269	10108.022	10195.792	12335.662
73062	Ppp1r16a	13793.386	12484.109	12006.047	11568.439	11120.001	14767.058	11900.554	15758.472
56426	Pdcd10	9324.9795	9458.893	8537.929	9495.152	7726.5537	9373.872	8667.183	9304.642
12165	Gdf2	154.92	167.5856	102.6916	98.9823	38.361	79.0661	78.4107	93.358
11720	Mat1a	212.9764	188.4585	196.3572	194.58	245.4396	390.1911	252.1868	418.9157
209318	Gps1	20512.23	20312.545	19673.064	21717.4	19191.996	22882.854	22532.916	23906.377
68107	Cntd1	14.5505	14.3912	18.4843	10.1695	21.1512	29.4433	19.7103	28.5881
229906	Gtf2b	4428.909	4427.6797	4400.561	4417.3574	4360.2373	5187.457	4674.0806	5133.427
99371	Arfgef2	681.3937	660.152	604.1575	573.2672	606.425	873.0257	724.2387	904.1052
72205	Eml2	762.5892	699.757	817.4841	477.9399	921.2228	1054.5277	874.2257	1124.5446
68795	Ubr3	2032.4419	2219.188	1990.5836	1960.5726	1419.766	1780.1427	1664.2395	1633.363
18542	Pcolce	52469.816	47486.152	48130.91	48678.246	54083.05	65607.78	66922.81	71163.92
17142	Magea6	10.1668	6.661	4.2905	4.5778	8.4655	4.2158	3.9773	4.642
27370	Rps26	70616.12	69196.76	72228.37	69574.88	107904.73	96873.35	112564.15	114044.266
96957	Tmem62	2195.3047	2162.999	2013.3734	2152.6292	1520.0312	2148.6003	1876.6034	2188.5005
214580	Pstk	1445.3325	1504.3286	1305.0012	1396.0159	1427.2015	1635.6384	1529.5938	1757.4968
246316	Lgi2	523.647	331.3705	673.7812	616.3951	600.1092	849.9368	600.4452	942.4124
72303	Cyp2c65	12.0348	8.0264	5.7613	10.5558	3.9174	9.3069	13.8854	12.7541
57890	Il17re	5632.3647	5890.6494	4915.042	4353.0947	2739.5088	5616.337	3825.3342	4379.0356
17837	Mug2	8.6165	8.5306	13.9347	8.7939	5.3537	13.1938	12.3939	24.0539
208982	Hmgcll1	126.7756	158.8172	124.0369	95.8003	90.1828	144.431	94.2315	117.6811
227624	B230208H17Rik	11945.115	10981.523	11674.862	9621.239	10127.351	11339.801	12243.384	10833.326
104362	Meig1	908.2624	998.8265	879.2517	906.9419	1260.7687	889.1863	616.4008	1033.8418
109270	Prr5	532.1812	526.1765	535.7675	464.7075	869.4216	711.7004	907.2447	1128.9188
226999	Slc9a2	39.4539	29.4873	27.4478	35.675	23.4794	17.2125	20.8657	22.6157
77766	Elp4	94.6527	117.2563	98.8766	97.3411	58.3842	71.9837	88.0891	54.873
258023	Olfr1306	11.9603	7.0663	11.0593	10.5018	7.3187	6.3318	16.0774	11.289
69046	Isca1	1503.094	1980.2444	1436.7231	1080.0328	767.5485	952.181	836.3572	1245.6074
18946	Pnliprp1	103.4419	81.8706	106.5972	102.9399	68.7694	109.1059	91.3418	110.741
225131	Wac	451.8303	545.4319	443.1612	429.8579	364.8624	381.12	365.9377	416.918
545700	Vmn2r-ps14	113.379	75.9026	96.8345	93.9644	111.5122	111.2431	131.0539	116.5245
24116	Whsc2	1949.9006	2233.7422	1919.9991	2028.764	1759.2881	2161.1084	2087.272	2106.691
21673	Dntt	121.1646	200.5424	179.7822	90.172	338.5782	148.6557	187.6481	312.5456
213439	Gpr174	12.5439	16.9642	12.8226	11.975	66.5511	24.2251	50.652	59.7349
75425	Tti1	4027.9155	3593.4487	3860.8005	3484.4126	3051.315	4122.6396	3842.8118	4297.613
13839	Epha5	22272.281	21591.62	21909.611	21164.7	26597.996	24082.594	30172.69	25868.69
11536	Gpr182	18130.781	21625.887	12691.815	15071.323	3429.8796	11306.552	10962.122	6022.0454
382301	Sly	20.388	37.5724	18.8534	37.6027	41.6354	14.7129	28.1775	6.186
71841	1700008I05Rik	4.7635	7.0963	5.6784	13.0373	5.0208	10.663	13.6564	7.2642
100505291	LOC100505291	5094.1904	4623.527	4766.2925	4714.763	5347.579	5072.9326	5850.1636	5521.2397
19111	Prl6a1	131.3283	137.0745	128.1628	119.9652	91.7382	136.9796	152.3149	113.3768
70465	Wdr77	255.0783	226.0911	225.7492	215.7268	220.9525	296.6533	270.1027	326.0679
14311	Cidec	2086.2996	1558.5055	1993.474	2583.7007	151.4346	736.6072	385.1005	764.4056
230751	Oscp1	81.2587	84.8118	76.5118	78.8674	72.8585	68.5031	49.0643	89.2978
14171	Fgf17	7.8848	10.7407	11.6961	8.2826	11.833	7.9895	18.9224	12.5954
72033	Tsc22d2	64.1993	65.7868	62.0888	42.445	54.0748	68.5232	49.8903	50.9501
66102	Cxcl16	3567.8457	3205.3071	3523.8342	3427.543	6341.27	5594.368	6201.609	5824.022
100041352	Gm9880	339.1707	391.3361	345.0937	320.5549	297.3945	346.2101	306.849	341.0621
73644	2210039B01Rik	38.521	60.2435	43.7986	55.8852	10.2629	20.5007	19.3738	15.9395
277667	Gm13089	25.5501	16.0821	15.9447	23.4603	21.3279	32.447	20.954	22.2192
103551	E130012A19Rik	1380.1896	1515.4883	1217.7319	1071.9578	1310.9004	1178.383	1407.4241	1394.1918
13885	Esd	12149.756	11106.205	11426.22	11290.785	15348.473	16257.461	18620.666	15196.394
76893	Lass2	8556.449	7930.0254	8249.516	6036.8047	5407.505	8328.6045	7618.2637	7394.5923
320343	Lypd6	38.2847	58.8361	41.4072	44.2603	35.7961	37.0769	32.2955	36.6114
15200	Hbegf	6053.1797	6874.099	7167.209	5953.885	5944.2974	10410.26	9012.935	7885.9473
100041230	Hist1h4m	27.4474	31.4002	45.8994	37.0845	143.9247	92.9206	122.6099	115.4564
381884	Slc6a16	111.7997	108.3188	100.5926	94.1309	106.7069	107.8642	114.8904	142.1034
225998	Rorb	71.9884	56.3132	63.0551	47.5195	40.9016	57.0184	47.471	55.7816
19014	Med1	3337.5652	3900.2576	3564.642	3696.2136	3300.461	3776.963	3434.4673	3790.176
67426	Adck3	609.8537	565.9318	619.5635	458.2083	401.7832	373.0875	414.7522	479.6331
73174	Tbkbp1	16629.143	20369.26	16111.3	16730.748	7960.6084	12639.171	10510.508	10277.69
228846	D630003M21Rik	8.431	5.6598	14.6006	14.4545	12.4897	16.1234	16.876	19.4058
228139	P2rx3	349.18	265.2666	233.4314	260.0536	306.8573	296.431	321.3717	335.8431
319190	Hist2h2be	545.8427	516.2649	489.9061	467.5883	386.2337	515.6616	327.158	528.8259
102857	Slc6a8	11013.466	11451.331	10708.586	10542.182	7694.896	8952.434	10067.838	8464.274
170768	Pfkfb3	197.7778	246.6943	237.1212	148.5649	227.8772	147.3715	224.4579	228.187
669393	Gm9457	52635.87	51578.76	52426.55	49229.207	66979.82	61521.008	68481.15	71715.02
68294	Mfsd10	4534.577	4292.709	4711.012	4256.2764	5048.4214	5737.957	6225.1807	5602.895
66147	Necap2	2035.4348	2209.3708	2063.4644	1919.3317	2132.295	2589.8018	2598.0647	2694.072
72898	Asphd2	105.8203	99.4152	86.2502	94.0988	128.984	107.1262	160.6558	135.339
20826	Nhp2l1	16192.733	16118.181	14350.62	15696.479	14256.052	16739.365	15068.136	18017.434
73349	1700042G15Rik	54.1077	57.3402	49.276	55.8473	43.4764	50.6064	39.0641	58.5046
269682	Golga3	1100.4872	1153.552	1005.9988	1200.1176	897.5811	1046.7161	1074.6545	1095.9028
217038	Mrm1	2442.2205	2583.4495	2444.7612	2394.7786	2580.0535	2312.9175	2608.6172	2696.445
73376	1700061J05Rik	58.525	45.5374	47.5633	45.7198	75.4602	53.3745	56.3935	47.5662
16562	Kif1c	196.3422	179.5512	181.6977	169.5771	116.579	152.7941	155.1044	144.4835
328099	Prps1l3	4653.4497	5255.8794	4618.9717	4862.769	3864.577	4267.8667	4068.9944	4575.497
76974	1190003J15Rik	3248.2935	2754.8557	3063.3176	3118.0166	2592.138	4438.6724	3025.8457	4722.5205
75763	Dcaf17	24.5034	27.1463	24.7172	23.9059	12.8104	16.3132	16.7428	26.5319
19374	Rag2	3.641	8.9481	3.8601	4.805	4.3164	5.0048	8.3238	9.5098
233575	Pgap2	3696.646	3593.052	3671.2952	3297.689	4306.6733	4890.35	4311.644	4810.979
246317	Neto1	107.3099	81.3388	101.5237	92.9171	92.3343	92.023	102.1089	129.1486
68036	Zfp706	9840.351	8953.658	10678.105	9038.136	8172.458	12130.352	11194.344	10121.816
17079	Cd180	44.2531	29.493	44.8752	24.2787	166.4046	74.5937	214.7325	123.2626
100041352	Gm9880	38.3162	26.5912	30.4305	24.3306	20.2081	29.7782	35.9754	20.5819
229663	Csde1	20628.205	19964.28	17455.332	18046.912	13072.849	15260.194	15741.397	15698.325
20912	Stxbp3a	7387.8496	6844.382	7029.95	6214.0635	5234.0747	5919.484	5637.561	6123.643
21351	Taldo1	52707.77	53128.94	49586.246	53141.69	57440.855	60100.99	59658.023	64717.523
241593	Pin1-ps1	4187.974	3972.9832	3736.233	3699.33	3883.6404	4577.134	4477.3735	4941.8545
83383	Tcfap4	148.5416	192.1287	131.2005	142.681	102.3907	84.9363	88.8344	93.1072
380654	4930485B16Rik	47.4742	76.0378	47.8089	48.9097	45.2133	25.64	25.8162	24.8501
114679	Selm	8719.927	8770.092	8697.119	7160.806	9959.388	9907.972	12753.766	9782.045
212139	Cc2d1a	4105.135	3889.4106	3871.0762	3378.196	3905.3503	4518.073	4757.196	4513.9683
214968	Sema6d	4512.3394	4041.2717	4246.9424	3982.7466	5588.9937	4740.373	6210.786	4932.657
74778	Rrp7a	3621.9258	3656.642	3731.4963	3620.6162	4277.597	4220.7075	5065.5034	4369.6636
66368	Rtcd1	2994.2349	2670.4688	2556.251	2421.6833	3032.183	3396.6492	3680.001	3296.0088
26944	Tinag	1656.4119	1385.7451	1638.0308	1528.8416	1376.7479	3080.063	1265.5114	2812.761
54161	Copg	167.0911	148.7551	140.7707	130.9148	119.4408	178.2091	157.4492	163.3963
93882	Pcdhb11	59.13	84.7224	80.8719	73.3554	37.365	87.7064	76.4512	51.6928
433486	Gm14151	158.3277	140.748	115.1254	105.9117	132.1635	158.9968	165.9069	152.1561
17703	Msx3	41.4009	38.0318	48.5238	32.7227	35.8018	42.6149	54.393	40.6695
59004	Pias4	865.987	879.7499	861.0665	648.4163	737.3989	865.7065	851.0386	830.5371
407785	Ndufs6	34839.45	37297.477	33685.758	35319.637	37756.52	42803.83	43437.125	46737.9
269019	Stk32a	83.5616	97.2421	65.0805	108.29	43.3101	63.96	46.8668	69.8898
74202	Fblim1	4167.389	3992.5525	4580.4814	3932.9177	5885.5815	7360.0166	7346.348	6445.841
16439	Itpr2	14946.75	14969.492	14599.676	13566.916	9344.467	9810.279	9917.434	10025.248
100042497	Gm3871	76.1019	65.4933	73.9811	72.4914	59.4744	45.5923	51.7764	65.5921
217166	Nr1d1	2542.118	2867.4163	2019.5249	1840.4799	788.5406	1246.2886	814.9375	1519.8574
140580	Elmo1	83.5246	113.7978	116.635	76.2267	94.8127	95.1051	103.1416	90.2374
259056	Olfr584	4.6741	4.7334	13.2521	10.5828	4.965	5.6196	12.29	6.6437
14401	Gabrb2	59.8227	49.0257	57.3748	51.5392	36.5183	56.8441	60.5268	62.0754
22066	Trpc4	17.314	11.5824	8.4504	11.8804	28.8726	8.0957	42.5493	12.1464
73016	Kremen2	15.6931	18.3695	14.0976	25.2705	18.5549	35.6187	21.9682	31.7576
16427	Itih4	933.1202	727.5265	1260.2621	889.7708	462.9393	1332.7416	869.1688	757.8759
67826	Snap47	3140.5598	2933.9744	2760.7002	2926.4995	2010.001	3247.8835	2645.9739	3036.0117
211482	Efhb	185.7728	208.9526	168.6791	183.6615	203.6151	136.4764	100.0006	197.0164
57808	Rpl35a	33083.33	33234.945	30617.363	27729.469	37621.14	34822.598	38215.883	37608.01
66491	Polr2l	30893.51	32784.99	30004.027	29947.158	33010.652	39031.203	38057.766	40885.605
665001	Gm14391	7653.2983	9423.949	7239.634	6837.2188	4977.571	5491.658	5584.6064	4885.003
20336	Exoc4	249.4554	233.7179	255.12	211.261	257.951	294.2851	271.0805	299.0763
22241	Ulk1	13289.788	14674.031	14538.386	14250.747	10573.693	13794.097	11942.794	12410.05
19210	Ptdss1	819.6177	844.0501	879.1412	732.5385	593.6357	743.792	738.1938	590.1044
69617	Pitrm1	5975.8237	6732.4863	7472.57	6368.5205	6979.1704	8154.3643	8317.254	7672.649
66090	Ypel3	24829.896	30101.271	23563.75	18443.855	14386.533	15491.513	13900.92	18282.629
73424	1700064H15Rik	25.9096	20.0265	15.1766	20.6714	11.3275	28.4388	20.7226	63.8113
11750	Anxa7	4948.736	5001.2056	4614.675	4698.7305	4411.4277	5118.5884	4874.0684	5095.4805
18130	Ints6	14.2259	22.2625	26.9308	18.3505	16.0853	19.595	13.7614	16.6951
381626	Rbm33	3240.0457	3961.625	3309.9846	3109.9453	3054.162	3574.394	3303.1084	3503.6824
13690	Eif4g2	7137.5503	7401.2188	7234.1997	6837.2056	7014.3213	9473.109	7886.6094	9534.9795
14067	F5	87.7081	89.3088	68.0643	88.0278	75.8428	70.0653	67.0679	92.5371
383348	Kctd16	14.7782	17.8275	10.6083	19.8581	16.9793	17.0285	31.9024	13.2676
69137	2200002K05Rik	65.8313	70.3274	48.5466	60.4277	60.8574	81.7481	77.12	91.693
23894	Gtf2h2	428.5836	318.3107	318.8444	354.7231	347.5352	477.3952	364.9248	466.4947
211499	Tmem87a	266.0396	301.6701	297.4022	253.4115	271.0581	235.982	291.7454	295.5367
56349	Net1	851.1444	847.3008	738.8441	817.0362	433.3368	789.2159	598.5791	709.2803
230622	Skint6	8.2513	5.1351	8.9163	7.3549	9.283	11.2867	9.2472	17.8803
73381	Cmtm2a	35.0538	27.4592	41.8626	38.1463	43.6227	53.6222	38.7851	70.3089
75974	Dock11	1521.333	1441.596	1603.4728	1613.6039	2966.139	2211.4192	2689.1558	2948.8118
18263	Odc1	557.9131	491.3399	611.8055	492.8196	650.1786	730.3994	704.0368	848.2894
208151	Tmem132b	19.6833	18.1979	18.4106	12.5595	9.4075	10.8973	12.6581	15.7475
54650	Sfmbt1	1540.1455	1674.4291	1616.8914	1603.5405	1748.2561	1879.0897	2089.2458	1694.7976
234366	Gatad2a	3245.0122	3208.2644	3346.234	3166.2869	2329.8323	3741.8486	3072.0637	3486.5532
109660	Ctrl	174.4203	202.772	189.5131	204.2976	184.9422	162.0409	179.6334	232.1957
78781	Zc3hav1	1110.341	1329.391	1127.1531	1066.0778	1502.9797	1387.9425	1517.1311	1284.8005
13106	Cyp2e1	1567.7637	1645.9391	1425.3754	1216.2292	624.7426	508.0272	442.7256	613.3451
74637	Shpk	298.8742	260.9333	266.5245	252.7772	197.7665	245.7559	268.8761	208.307
239167	D930020E02Rik	229.0921	283.4266	186.3624	167.1693	80.4959	138.5438	91.3205	108.3314
72147	Zbtb46	223.9095	195.6871	219.4757	160.5994	127.0906	217.4773	171.5722	130.4055
17165	Mapkapk5	5075.666	4508.97	5040.4785	4580.775	3930.8853	5022.372	4796.9336	4775.3027
72309	Tmem158	4106.446	3796.2063	3940.355	3448.082	3533.6616	4149.088	4633.6724	4092.322
64406	Sp5	790.7758	460.7329	732.5448	807.8826	689.7979	1177.6565	620.0732	1814.6609
76062	5830428M24Rik	3235.8271	2799.4556	3252.4124	3233.7422	1386.9264	2451.8564	1389.5178	2824.3108
54484	Mkrn1	5768.393	10529.332	6314.107	4581.659	3342.5596	4159.581	3276.575	5770.086
432442	Akap7	1644.072	1804.2678	1543.1477	1426.1632	1053.6915	1501.0863	1318.8481	1264.1611
66679	Rae1	3446.8398	3358.9414	3371.325	3230.1104	3589.9277	3755.7158	4050.4077	3825.4277
75221	Dpp3	5413.252	5255.5493	5218.0728	4929.173	6638.519	7207.8364	7648.403	7062.9194
170733	Klra17	11.4808	10.0013	14.6686	16.1334	84.7454	16.6703	51.926	27.3794
223753	Cerk	10274.872	9763.607	11817.747	9950.01	15665.143	16185.51	18027.846	16319.157
67160	Eef1g	18376.69	16717.283	18808.133	15224.355	21767.402	25015.781	25869.973	26811.86
68790	1110050K14Rik	1903.0054	2176.8223	1813.9497	1606.6228	496.0832	1201.471	711.8768	758.6353
66214	1190002H23Rik	41932.29	49923.234	42016.914	32314.557	14026.398	30452.695	31604.756	18539.297
73813	Fam83e	107.423	165.7311	124.1014	241.5689	226.7812	190.9098	125.2582	253.7066
320522	Bhlha9	340.9479	206.7084	129.8038	381.0384	279.6345	179.4957	142.2189	59.2002
218215	Rnf144b	255.3349	272.0483	227.4847	795.0144	121.0821	220.6069	158.4973	219.4274
14761	Gpr27	260.688	261.1326	261.789	250.0326	223.1025	272.7295	246.1496	297.2119
53892	Ppm1d	1299.8588	1321.4879	1153.4338	1308.1683	884.5941	1120.0007	969.1935	1105.9735
404321	Olfr776	4.7252	4.7412	4.8183	6.1002	5.005	5.6716	5.3165	6.2123
109161	Ube2q2	760.3764	930.2889	776.4894	743.1698	819.3306	706.7361	910.1688	814.8874
68794	Flnc	374.317	405.649	517.9066	377.8067	1468.359	725.6581	1639.5398	809.1723
14164	Fgf1	49826.633	59397.76	42053.734	43219.68	8344.056	24702.51	15147.562	18151.91
76574	Mfsd2a	295.8737	149.6446	356.6709	330.2355	564.2912	525.4136	1006.0188	584.0056
269614	Pank4	4579.7666	4484.6963	4485.8525	4328.4126	4121.645	4724.063	4268.095	5252.375
50772	Mapk6	180.6441	199.1406	188.7464	144.2785	301.4082	253.5123	303.9191	224.6617
100041294	Gm3258	5228.6973	5151.511	5214.728	4964.5483	4774.321	5357.235	5556.988	5378.8804
13178	Dck	93.2303	72.5343	105.6819	102.256	287.9819	361.212	318.2943	326.7629
